,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,ZipCode,poulation,percent_employed,inc_<10k,inc_10-15k,inc_15-25k,median_inc,mean_inc,percent_no_health,percent_public_health,total_population,percent_age_under_5,percent_age_5-9,percent_age_10-14,percent_age_15-19,percent_age_20-24,percent_age_25-34,percent_age_35-44,percent_age_45-54,percent_age_55-59,percent_age_60-64,percent_age_65-74,percent_age_75-84,percent_age85_and_over,percent_age_65_and_over,median_age,Month,Week,Year
2042,2007-08-15,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,1,0,60646,22309.0,63.2,5.3,5.1,8.6,75419,103350,10.7,26.5,28314.0,7.5,6.8,5.7,4.7,4.7,10.4,12.8,14.3,7.1,6.1,9.1,6.3,4.5,19.8,42.7,8,33,2007
2043,2007-08-15,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,1,0,60646,22309.0,63.2,5.3,5.1,8.6,75419,103350,10.7,26.5,28314.0,7.5,6.8,5.7,4.7,4.7,10.4,12.8,14.3,7.1,6.1,9.1,6.3,4.5,19.8,42.7,8,33,2007
2044,2007-08-15,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,6,0,60629,81186.0,64.6,8.8,5.3,13.6,40650,50293,26,38.8,113833.0,8.7,9.2,8.9,9,7.8,15.6,13.9,12,4.8,3.5,3.7,1.9,0.9,6.5,29.2,8,33,2007
2045,2007-08-15,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,7,0,60629,81186.0,64.6,8.8,5.3,13.6,40650,50293,26,38.8,113833.0,8.7,9.2,8.9,9,7.8,15.6,13.9,12,4.8,3.5,3.7,1.9,0.9,6.5,29.2,8,33,2007
2046,2007-08-15,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,14,0,60609,46242.0,62.8,13.2,8,15.7,33630,45455,26.8,42.5,62773.0,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4,8,33,2007
2047,2007-08-15,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,6,0,60609,46242.0,62.8,13.2,8,15.7,33630,45455,26.8,42.5,62773.0,8.9,7.7,7.9,8.6,8.6,15.2,14,11.7,5.5,4.3,4.2,2.4,0.8,7.4,30.4,8,33,2007
2048,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,10,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2049,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2050,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,44,1,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2051,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2052,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2053,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2054,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2055,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2056,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2057,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2058,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2059,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2060,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2061,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2062,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2063,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2064,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2065,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2066,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2067,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2068,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2069,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2070,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,32,1,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2071,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2072,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2073,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2074,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2075,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2076,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2077,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2078,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2079,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2080,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2081,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2082,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2083,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2084,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2085,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2086,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2087,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2088,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2089,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2090,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2091,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2092,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2093,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2094,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2095,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2096,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2097,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2098,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2099,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2100,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2101,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6,8,33,2007
2102,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1,8,33,2007
2103,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1,8,33,2007
2104,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1,8,33,2007
2105,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,50,1,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1,8,33,2007
2106,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1,8,33,2007
2107,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1,8,33,2007
2108,2007-08-16,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,50,1,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1,8,33,2007
