,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,ZipCode,poulation,percent_employed,inc_<10k,inc_10-15k,inc_15-25k,median_inc,mean_inc,percent_no_health,percent_public_health,total_population,percent_age_under_5,percent_age_5-9,percent_age_10-14,percent_age_15-19,percent_age_20-24,percent_age_25-34,percent_age_35-44,percent_age_45-54,percent_age_55-59,percent_age_60-64,percent_age_65-74,percent_age_75-84,percent_age85_and_over,percent_age_65_and_over,median_age
2785,2007-08-28,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,35,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2786,2007-08-28,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2787,2007-08-28,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2788,2007-08-28,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2789,2007-08-28,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,38, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,12,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2790,2007-08-28,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS,38, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,14,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2791,2007-08-28,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX SALINARIUS,38, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,3,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2792,2007-08-28,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX TERRITANS,38, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,1,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2793,2007-08-28,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,4,1,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2794,2007-08-28,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,2,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2795,2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,23,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2796,2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2797,2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2798,2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2799,2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,41,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2800,2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,49,1,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2801,2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2802,2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2803,2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2804,2007-08-28,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,12,0,60619,51531.0,59.2,16,7.7,15.7,34977,47014,19.6,44.8,64922.0,5.8,5.7,7.2,8.5,6.6,11.2,11.3,15.7,7.2,5.9,7,5.5,2.4,14.9,39.4
2805,2007-08-28,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,8,0,60619,51531.0,59.2,16,7.7,15.7,34977,47014,19.6,44.8,64922.0,5.8,5.7,7.2,8.5,6.6,11.2,11.3,15.7,7.2,5.9,7,5.5,2.4,14.9,39.4
2806,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2807,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2808,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2809,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,49,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2810,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2811,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2812,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2813,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2814,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2815,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2816,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,43,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2817,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,35,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2818,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2819,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,43,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2820,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2821,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,1,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2822,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2823,2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX TERRITANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,2,0,60617,63301.0,57,13,7.6,14.3,38845,50824,19.1,46.6,83435.0,6.7,7.4,8.5,7.1,6.8,12,12.8,13.5,5.5,5.2,8.3,4.3,1.9,14.4,36.1
2824,2007-08-28,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8,11,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6
2825,2007-08-28,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8,13,0,60633,10437.0,58,10.5,6.9,10.7,44417,55511,15.4,36.2,13474.0,6.6,6.4,8.1,6.3,6.4,14.2,13.2,14.5,7.6,4.3,6.5,4.2,1.9,12.5,36.6
2826,2007-09-04,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,10,1,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9
2827,2007-09-04,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,13,1,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9
2828,2007-09-04,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,4,0,60646,22309.0,63.2,5.3,5.1,8.6,75419,103350,10.7,26.5,28314.0,7.5,6.8,5.7,4.7,4.7,10.4,12.8,14.3,7.1,6.1,9.1,6.3,4.5,19.8,42.7
2829,2007-09-04,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,5,0,60646,22309.0,63.2,5.3,5.1,8.6,75419,103350,10.7,26.5,28314.0,7.5,6.8,5.7,4.7,4.7,10.4,12.8,14.3,7.1,6.1,9.1,6.3,4.5,19.8,42.7
2830,2007-09-04,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0,60656,22401.0,67.4,5.3,4.5,12.1,54134,68564,15.7,28.3,27468.0,6.9,5.9,5,2.8,4.9,15.3,15,14.5,7.3,6.3,8.7,4.7,2.7,16.1,41.1
2831,2007-09-04,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,4,0,60614,59408.0,78,8.4,3.7,5.7,86215,134437,6,10.5,68363.0,5.8,3.8,2.9,5,13.6,31.2,13.2,8.7,3.9,3.8,5,2.1,1.1,8.2,29.8
2832,2007-09-04,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0,60614,59408.0,78,8.4,3.7,5.7,86215,134437,6,10.5,68363.0,5.8,3.8,2.9,5,13.6,31.2,13.2,8.7,3.9,3.8,5,2.1,1.1,8.2,29.8
2833,2007-09-04,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1,0,60642,16555.0,80.8,8.1,2.7,9,67591,89573,15.3,14.6,18312.0,4.9,2.2,2.1,2.3,10.5,39.1,17.7,9,2.6,2.7,4.8,1.4,0.7,6.9,31.7
2834,2007-09-04,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,5,0,60614,59408.0,78,8.4,3.7,5.7,86215,134437,6,10.5,68363.0,5.8,3.8,2.9,5,13.6,31.2,13.2,8.7,3.9,3.8,5,2.1,1.1,8.2,29.8
2835,2007-09-04,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,8,0,60614,59408.0,78,8.4,3.7,5.7,86215,134437,6,10.5,68363.0,5.8,3.8,2.9,5,13.6,31.2,13.2,8.7,3.9,3.8,5,2.1,1.1,8.2,29.8
2836,2007-09-04,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0,60611,28349.0,69.4,7.2,2.1,5.3,85642,161454,5.4,20,29722.0,2.7,1,0.7,1.5,8.2,30.9,9.5,12.7,6,7.5,11.8,5.5,2,19.3,39.5
2837,2007-09-04,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,60611,28349.0,69.4,7.2,2.1,5.3,85642,161454,5.4,20,29722.0,2.7,1,0.7,1.5,8.2,30.9,9.5,12.7,6,7.5,11.8,5.5,2,19.3,39.5
2838,2007-09-04,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,4,0,60611,28349.0,69.4,7.2,2.1,5.3,85642,161454,5.4,20,29722.0,2.7,1,0.7,1.5,8.2,30.9,9.5,12.7,6,7.5,11.8,5.5,2,19.3,39.5
2839,2007-09-04,"North Streeter Drive, Chicago, IL 60611, USA",CULEX TERRITANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,60611,28349.0,69.4,7.2,2.1,5.3,85642,161454,5.4,20,29722.0,2.7,1,0.7,1.5,8.2,30.9,9.5,12.7,6,7.5,11.8,5.5,2,19.3,39.5
2840,2007-09-04,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,3,0,60631,23881.0,64.4,5.2,2.5,8.1,74007,85673,9.3,24.2,28899.0,5.1,6.9,4.7,3.7,5.2,12,14.6,15.9,7.9,5.7,7.2,6.2,5.1,18.5,43.7
2841,2007-09-04,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,1,0,60645,35408.0,63.1,8.2,4.4,10.3,48918,73629,24.1,34.7,46913.0,8.2,8,7,6,6.7,14.3,13.2,13.6,5.8,5.6,6.5,3.4,1.9,11.8,35
2842,2007-09-04,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,1,0,60645,35408.0,63.1,8.2,4.4,10.3,48918,73629,24.1,34.7,46913.0,8.2,8,7,6,6.7,14.3,13.2,13.6,5.8,5.6,6.5,3.4,1.9,11.8,35
2843,2007-09-04,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,2,0,60651,46722.0,54.3,16.8,7.8,15.5,30971,43561,24,47,61150.0,7.7,7.2,7.3,8.6,7.9,15,12.8,11.5,6.1,6,6.6,2.5,0.9,10,32.7
2844,2007-09-04,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,13,0,60656,22401.0,67.4,5.3,4.5,12.1,54134,68564,15.7,28.3,27468.0,6.9,5.9,5,2.8,4.9,15.3,15,14.5,7.3,6.3,8.7,4.7,2.7,16.1,41.1
2845,2007-09-04,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,34,0,60656,22401.0,67.4,5.3,4.5,12.1,54134,68564,15.7,28.3,27468.0,6.9,5.9,5,2.8,4.9,15.3,15,14.5,7.3,6.3,8.7,4.7,2.7,16.1,41.1
2846,2007-09-04,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,50,0,60656,22401.0,67.4,5.3,4.5,12.1,54134,68564,15.7,28.3,27468.0,6.9,5.9,5,2.8,4.9,15.3,15,14.5,7.3,6.3,8.7,4.7,2.7,16.1,41.1
2847,2007-09-04,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,43,0,60656,22401.0,67.4,5.3,4.5,12.1,54134,68564,15.7,28.3,27468.0,6.9,5.9,5,2.8,4.9,15.3,15,14.5,7.3,6.3,8.7,4.7,2.7,16.1,41.1
2848,2007-09-04,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9
2849,2007-09-04,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,60634,59366.0,68,6.4,4.1,10.1,55767,66516,21.9,29.9,72718.0,6.1,5.8,5.3,6,6.1,16.4,13.1,14.2,7.6,6.6,6.7,4.2,1.9,12.8,38.9
2850,2007-09-04,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,1,0,60631,23881.0,64.4,5.2,2.5,8.1,74007,85673,9.3,24.2,28899.0,5.1,6.9,4.7,3.7,5.2,12,14.6,15.9,7.9,5.7,7.2,6.2,5.1,18.5,43.7
2851,2007-09-04,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,1,0,60618,77402.0,74,5.9,4.4,9.4,55577,83289,23.7,22.7,97413.0,8.2,6,5.4,4.8,6.7,23.2,17.9,11.3,5,3.7,4.7,2.2,0.9,7.8,32.9
2852,2007-09-04,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,60630,46413.0,69,5.5,5.9,10.8,58086,71848,16.8,28.1,57886.0,6.5,6,6.1,6,5.5,14.9,15.5,15.7,5.7,4.9,6.4,4.5,2.2,13.1,38.1
